ProductID,ProductName,Price,CategoryID,CategoryName,Class,Resistant,IsAllergic,VitalityDays
186,Muffin Mix - Blueberry,82.0839,8,Grain,Low,Weak,False,0
114,Veal - Osso Bucco,79.5638,8,Grain,High,Weak,True,93
445,Pastry - Choclate Baked,59.2467,8,Grain,High,Weak,Unknown,76
201,Grenadine,96.3871,8,Grain,Medium,Weak,True,117
301,Beer - Labatt Blue,43.412,8,Grain,Medium,Weak,Unknown,0
53,Cassis,92.6279,8,Grain,Medium,Weak,True,0
218,Barramundi,85.1933,8,Grain,High,Weak,True,31
353,Milk Powder,18.1191,8,Grain,Medium,Weak,True,80
237,Mayonnaise - Individual Pkg,65.6303,8,Grain,Low,Weak,False,94
305,Pastry - Cheese Baked Scones,91.0997,8,Grain,Medium,Weak,True,19
334,Ecolab - Lime - A - Way 4/4 L,21.6133,7,Meat,High,Weak,True,0
365,"Wine - Red, Harrow Estates, Cab",12.6274,7,Meat,Medium,Weak,True,95
407,"Pepsi - Diet, 355 Ml",69.7674,7,Meat,High,Weak,False,0
434,Cookie - Dough Variety,71.1551,7,Meat,Low,Weak,True,0
106,Pickerel - Fillets,18.753,7,Meat,High,Weak,False,19
66,Pie Filling - Cherry,9.8823,7,Meat,Medium,Weak,False,0
266,Clam Nectar,68.1097,7,Meat,High,Weak,Unknown,0
151,"Mushrooms - Black, Dried",93.5613,7,Meat,High,Weak,True,0
160,Beef Ground Medium,54.6874,7,Meat,Medium,Weak,True,0
50,Pork - Kidney,43.2864,7,Meat,High,Weak,True,0
333,Cheese - Cottage Cheese,20.2364,7,Meat,High,Weak,False,0
215,"Veal - Brisket, Provimi,bnls",90.1157,7,Meat,High,Weak,Unknown,92
263,Soupfoamcont12oz 112con,50.7497,7,Meat,Low,Weak,False,0
184,Hersey Shakes,26.5776,9,Poultry,Low,Weak,True,0
284,Beer - Rickards Red,93.4888,9,Poultry,Low,Weak,False,0
47,"Thyme - Lemon, Fresh",47.1339,9,Poultry,High,Weak,False,0
420,Whmis - Spray Bottle Trigger,69.9163,9,Poultry,High,Weak,True,0
94,V8 - Berry Blend,43.5109,9,Poultry,High,Weak,Unknown,108
242,Thermometer Digital,32.65,9,Poultry,Low,Weak,False,11
335,"Oil - Shortening,liqud, Fry",18.4231,9,Poultry,Low,Weak,Unknown,84
125,"Nut - Chestnuts, Whole",6.1417,9,Poultry,Low,Weak,False,0
229,Bread - Hot Dog Buns,57.9838,9,Poultry,Medium,Weak,False,66
311,Wonton Wrappers,40.206,9,Poultry,High,Weak,Unknown,56
56,Chips Potato Salt Vinegar 43g,46.4033,9,Poultry,Low,Weak,False,0
63,Cake - Mini Cheesecake,56.2689,9,Poultry,Low,Weak,Unknown,0
310,Coffee - Dark Roast,79.978,9,Poultry,Low,Weak,False,0
118,Garbag Bags - Black,65.967,9,Poultry,High,Weak,Unknown,0
182,Campari,25.586,9,Poultry,Low,Weak,False,54
3,Onions - Cippolini,9.1379,9,Poultry,Medium,Weak,False,111
43,Sponge Cake Mix - Chocolate,16.3983,9,Poultry,High,Weak,True,96
155,"Peas - Pigeon, Dry",63.5524,9,Poultry,High,Weak,False,0
54,"Liners - Banana, Paper",53.5592,9,Poultry,Medium,Weak,True,0
246,Ice Cream Bar - Hageen Daz To,48.5371,9,Poultry,Low,Weak,False,96
247,Juice - Apple Cider,59.0033,9,Poultry,High,Weak,False,58
230,"Wine - Cahors Ac 2000, Clos",83.5389,11,Produce,Medium,Weak,False,75
316,Cheese - Victor Et Berthold,65.9395,11,Produce,High,Weak,False,94
162,Sauce - Demi Glace,2.7353,11,Produce,Medium,Weak,True,117
133,Beef - Top Sirloin - Aaa,2.9327,11,Produce,Low,Weak,Unknown,0
202,Bay Leaf,78.8778,11,Produce,Low,Weak,True,0
278,Apricots - Halves,0.3735,11,Produce,Medium,Weak,False,87
398,Wine - Wyndham Estate Bin 777,42.3632,11,Produce,High,Weak,True,67
26,Squid U5 - Thailand,33.7821,11,Produce,Medium,Weak,False,10
115,Ocean Spray - Ruby Red,45.0466,11,Produce,Low,Weak,False,0
117,Ketchup - Tomato,68.638,11,Produce,High,Weak,Unknown,0
79,"Pasta - Penne, Rigate, Dry",9.5045,11,Produce,High,Weak,False,104
39,Dried Figs,75.2059,11,Produce,Medium,Weak,False,120
73,Appetizer - Sausage Rolls,48.1907,11,Produce,Low,Weak,True,0
38,Sage - Ground,81.6579,6,Seafood,High,Weak,False,0
30,"Cheese - Brie, Triple Creme",67.899,6,Seafood,Low,Weak,Unknown,72
34,Mustard Prepared,43.3463,6,Seafood,Medium,Weak,Unknown,7
22,Rice - Jasmine Sented,27.8955,6,Seafood,Medium,Weak,Unknown,48
329,"Pork - Loin, Center Cut",39.3496,6,Seafood,High,Weak,True,0
132,Beer - Blue,11.6217,6,Seafood,High,Weak,False,24
243,Sun - Dried Tomatoes,45.1883,6,Seafood,Medium,Weak,False,104
142,"Pork - Bacon, Double Smoked",24.7809,6,Seafood,Medium,Weak,True,0
185,Foam Dinner Plate,48.4195,6,Seafood,Low,Weak,Unknown,40
339,Beef - Striploin Aa,2.389,2,Shell fish,Medium,Weak,Unknown,0
383,Cake - Box Window 10x10x2.5,9.9694,2,Shell fish,High,Weak,Unknown,0
60,"Pepper - Paprika, Hungarian",31.6949,2,Shell fish,Medium,Weak,Unknown,0
86,Longos - Grilled Chicken With,18.3791,2,Shell fish,Low,Weak,False,0
361,Coffee Decaf Colombian,36.4516,2,Shell fish,Medium,Weak,True,71
134,Wine - Toasted Head,39.8545,2,Shell fish,High,Weak,True,0
272,"Chocolate - Semi Sweet, Calets",68.1134,2,Shell fish,Low,Weak,True,13
212,Curry Paste - Madras,61.746,2,Shell fish,High,Weak,True,97
80,Wasabi Powder,93.9752,2,Shell fish,High,Weak,True,0
274,Papayas,88.1192,2,Shell fish,Low,Weak,False,0
220,Meldea Green Tea Liquor,17.961,10,Snails,Low,Weak,False,0
265,"Mushroom - Porcini, Dry",13.9292,10,Snails,Medium,Weak,Unknown,7
149,Zucchini - Yellow,98.4644,10,Snails,High,Weak,True,0
136,Vol Au Vents,24.3913,10,Snails,Medium,Weak,True,0
416,Baking Powder,84.6763,10,Snails,Low,Weak,True,0
178,Pernod,52.3623,10,Snails,High,Weak,True,0
191,"Hickory Smoke, Liquid",10.283,10,Snails,High,Weak,Unknown,0
213,Pate - Cognac,70.5891,10,Snails,High,Weak,True,39
112,Browning Caramel Glace,81.7943,10,Snails,High,Weak,Unknown,0
386,Sprouts - Baby Pea Tendrils,42.7112,10,Snails,Medium,Weak,False,0
199,Pork - Hock And Feet Attached,95.7415,10,Snails,Medium,Weak,Unknown,105
323,Extract - Lemon,54.3266,10,Snails,High,Weak,False,99
294,Wine - Alsace Gewurztraminer,80.7133,10,Snails,Low,Weak,Unknown,18
431,Muffin Chocolate Individual Wrap,19.9957,10,Snails,Medium,Weak,False,89
249,Cookie Dough - Double,76.6201,10,Snails,Medium,Weak,True,0
161,Longos - Chicken Wings,64.6118,10,Snails,Low,Weak,Unknown,0
33,Beans - Wax,45.5551,10,Snails,Medium,Weak,True,0
